RUC,RAZON_SOCIAL,REMYPE_DEPARTAMENTO,REMYPE_PROVINCIA,REMYPE_DISTRITO,DOMICILIO_FISCAL,APP_INFORMATICO_DEMANDAS,SIAF,ESTADO_DEUDA,TIPO_DOCUMENTO,DOC_DEVEN_O_SENTEN_JUDI,MONTO_DEUDA,DESC_NIVEL_GOBIERNO,DESC_SECTOR,DESC_PLIEGO,SEC_EJEC,DESC_EJECUTORA,OBSERVACION_GLOSA
20608583506,M & PP INGENIERIA Y CONSTRUCCIÓN S R.L.,CAJAMARCA,CAJAMARCA,CAJAMARCA,SIN INFORMACION,NO,SI,SIAF,CONTRATO SUSCRITO (VARIOS),jun-23,0.01,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD DISTRITAL DE ENCAÑADA,300553,MUNICIPALIDAD DISTRITAL DE ENCAÑADA, POR EL COMPROMISO ANUAL DE LA EJECUCIÓN DE LA OBRA RENOVACION DE PUENTE EN EL LA PUENTE YERBA BUENA EN EL CP ROSARIO DE POLLOC DISTRITO DE LA ENCAÑADA PROVINCIA CAJAMARCA DEPARTAMENTO DE CAJAMARCA CUI 2535468
20610122354,TRANSPORTES AGAPITO S.A.C.,LIMA,LIMA,VILLA EL SALVADOR,SIN INFORMACION,NO,SI,SIAF,FACTURA,202,0.01,GOBIERNO NACIONAL,CULTURA,INSTITUTO NACIONAL DE RADIO Y TELEVISION DEL PERU - IRTP,513,INSTITUTO NACIONAL DE RADIO Y TELEVISION DEL PERU - IRTP,OS-00000701: TRANSPORTE DE AGUA POTABLE - TECNICA
20610450254,CONSTRUCTORA J.E.E. S.R.L.,APURIMAC,CHINCHEROS,URANMARCA,SIN INFORMACION,NO,SI,SIAF,FACTURA,25,0.01,GOBIERNO LOCAL,GOBIERNO LOCAL,INSTITUTO VIAL PROVINCIAL DE CHINCHEROS,930131,INSTITUTO VIAL PROVINCIAL DE CHINCHEROS,Contrato-11-2023: MANTENIMIENTO RUTINARIO CAMINO VECINAL: URANMARCA - SAYAREC DE 19+000 KM
10292260003,POLANCO VELASQUEZ MIGUEL ANGEL,AREQUIPA,AREQUIPA,CHARACATO,SIN INFORMACION,NO,SI,SIAF,CONTRATO SUSCRITO (VARIOS),RA 025-2024-MDP,0.02,GOBIERNO LOCAL,AREQUIPA,MUNICIPALIDAD DISTRITAL DE POLOBAYA,300344,MUNICIPALIDAD DISTRITAL DE POLOBAYA,ADQUISICION DE COMBUSTIBLE PARA LA UNIDAD DE DESARROLLO ECONOMICO SOCIAL DE LA MUNICIPALIDAD DISTRITAL DE POLOBAYA
10420173887,MAQUERA ENARO BERTO,TACNA,TACNA,ALTO DE LA ALIANZA,SIN INFORMACION,NO,SI,SIAF,FACTURA,33,0.02,GOBIERNO LOCAL,TACNA,MUNICIPALIDAD DISTRITAL DE HUANUARA,301791,MUNICIPALIDAD DISTRITAL DE HUANUARA,valorizaciones
20134100622,HURTADO-HERMOZA INGENIEROS CONSULTORES S.A. - H & H INGENIEROS CONSULTORES S.A.,LIMA,LIMA,LIMA CERCADO,SIN INFORMACION,NO,SI,SIAF,FACTURA,422,0.02,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,1335,REGION CAJAMARCA - PROGRAMAS REGIONALES - PRO REGION,monto que se compromete por el pago del saldo a favor del contratista segun rde 168-2023-de 
20406346901,CONSTRUCTORA PUNO SAC,PUNO,PUNO,PUNO,SIN INFORMACION,NO,SI,SIAF,FACTURA,13,0.02,GOBIERNO LOCAL,PUNO,MUNICIPALIDAD DISTRITAL DE MACARI,301667,MUNICIPALIDAD DISTRITAL DE MACARI,"COMPROMISO ANUAL PARA EL PAGO DE LA VALORIZACION N° 5  MES DE MAYO DE EJECUCION DE OBRA,"
20529133228,EMPRESA CONSULTORA Y CONSTRUCTORA HERMAT SAC,HUANUCO,HUANUCO,AMARILIS,SIN INFORMACION,NO,SI,SIAF,FACTURA,263,0.02,GOBIERNO LOCAL,UCAYALI,MUNICIPALIDAD PROVINCIAL DE PADRE ABAD - AGUAITIA,301826,MUNICIPALIDAD PROVINCIAL DE PADRE ABAD - AGUAITIA,CONTRATACIÓN DE LA EJECUCION DE LA OBRA RENOVACION DE PUENTE EN EL LA CAMINO VECINAL R250386 PUENTE JERUSALEM DISTRITO DE CURIMANA PROVINCIA PADRE ABAD DEPARTAMENTO UCAYALI CUI N 2527862 ADJUDICACION SIMPLIFICADA N 011 2023 MPPA CS 1RA CONV
20534151307,JZ CONSTRUCTORES S.A.C.,ANCASH,HUARAZ,HUARAZ,SIN INFORMACION,NO,SI,SIAF,FACTURA,00000100,0.02,GOBIERNO LOCAL,ANCASH,MUNICIPALIDAD DISTRITAL DE YANAMA,300250,MUNICIPALIDAD DISTRITAL DE YANAMA,compromiso anual
20560206241,MOLINERA BLANQUITA S.A.C.,LA LIBERTAD,TRUJILLO,TRUJILLO,SIN INFORMACION,NO,SI,SIAF,FACTURA,591,0.02,GOBIERNO LOCAL,LA LIBERTAD,MUNICIPALIDAD DISTRITAL DE MACHE,301166,MUNICIPALIDAD DISTRITAL DE MACHE,"Contrato-CONTRATO N? 001-2024: SUMINISTRO DEL BIEN ALIMENTICIO: LECHE EVAPORADA ENTERA Y HOJUELAS PRECOCIDAS DE QUINUA, AVENA, HARINA DE SOYA INTEGRAL, HARINA DE CH?A Y AZ?CAR FORTIFICADA CON VITAMINAS Y MINERALES PARA ATENDER A LOS BENEFICIARIOS D"
20560206241,MOLINERA BLANQUITA S.A.C.,LA LIBERTAD,TRUJILLO,TRUJILLO,SIN INFORMACION,NO,SI,SIAF,FACTURA,604,0.02,GOBIERNO LOCAL,LA LIBERTAD,MUNICIPALIDAD DISTRITAL DE MACHE,301166,MUNICIPALIDAD DISTRITAL DE MACHE,"Contrato-CONTRATO N? 001-2024: SUMINISTRO DEL BIEN ALIMENTICIO: LECHE EVAPORADA ENTERA Y HOJUELAS PRECOCIDAS DE QUINUA, AVENA, HARINA DE SOYA INTEGRAL, HARINA DE CH?A Y AZ?CAR FORTIFICADA CON VITAMINAS Y MINERALES PARA ATENDER A LOS BENEFICIARIOS D"
20560206241,MOLINERA BLANQUITA S.A.C.,LA LIBERTAD,TRUJILLO,TRUJILLO,SIN INFORMACION,NO,SI,SIAF,FACTURA,620,0.02,GOBIERNO LOCAL,LA LIBERTAD,MUNICIPALIDAD DISTRITAL DE MACHE,301166,MUNICIPALIDAD DISTRITAL DE MACHE,"Contrato-CONTRATO N? 001-2024: SUMINISTRO DEL BIEN ALIMENTICIO: LECHE EVAPORADA ENTERA Y HOJUELAS PRECOCIDAS DE QUINUA, AVENA, HARINA DE SOYA INTEGRAL, HARINA DE CH?A Y AZ?CAR FORTIFICADA CON VITAMINAS Y MINERALES PARA ATENDER A LOS BENEFICIARIOS D"
20561209554,RAMA CONSULTING COMPANY SCRL,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,SIN INFORMACION,NO,SI,SIAF,ORDEN DE SERVICIO,357-2023,0.02,GOBIERNO LOCAL,LAMBAYEQUE,MUNICIPALIDAD DISTRITAL DE ETEN PUERTO,301215,MUNICIPALIDAD DISTRITAL DE ETEN PUERTO,COMPROMISO POR LOS SERVICIOS DE LA ACTIVIDAD MANTENIMIENTO Y ACONDICIONAMIENTO DE LOS AMBIENTES DE EDUCACION INFANTIL WAWA WASI ENRIQUE ORBEGOSO EB EL AH VILLA PERPETUO SOCORRO PARA LA ATENCION DE EMERGENCIA ANTE INTENSAS PRECIPITACIONES FL
20600141865,CONSTRUCTORA Y CONSULTORA JONELTA S.A.C.,LIMA,HUAURA,HUAURA,SIN INFORMACION,NO,SI,SIAF,FACTURA,467,0.02,GOBIERNO NACIONAL,EDUCACION,UNIVERSIDAD NACIONAL TECNOLOGICA DE LIMA SUR,1203,UNIVERSIDAD NACIONAL TECNOLOGICA DE LIMA SUR,"OS-00000149: SERVICIO DE CONTROL DE CALIDAD EN OBRA PARA LA OBRA ""MEJORAMIENTO DEL SERVICIO DEL COMEDOR UNIVERSITARIO DE LA UNTELS""."
20600618068,INMOBILIARIA Y CONSTRUCTORA PROFUSAM SOCIEDAD ANONIMA CERRADA,SAN MARTIN,SAN MARTIN,MORALES,SIN INFORMACION,NO,SI,SIAF,RECIBO POR HONORARIOS PROFESIONALES,311,0.02,GOBIERNO LOCAL,LORETO,MUNICIPALIDAD DISTRITAL DE CAHUAPANAS,301437,MUNICIPALIDAD DISTRITAL DE CAHUAPANAS,POR EL COMPROMISO DE COMPRA DE BIENES
20602429131,GESTION TRIBUTARIA S.A.C.,JUNIN,HUANCAYO,EL TAMBO,SIN INFORMACION,NO,SI,SIAF,FACTURA,00001522,0.02,GOBIERNO NACIONAL,PRESIDENCIA CONSEJO MINISTROS,ORGANISMO SUPERVISOR DE LA INVERSION PRIVADA EN TELECOMUNICACIONES,1265,ORGANISMO SUPERVISOR DE LA INVERSION PRIVADA EN TELECOMUNICACIONES,ADQUISICION DE PAPEL TOALLA (PAQ X 06 UNIDADES)
20602859372,CORPORACION EFE S.A.C.,ICA,PISCO,SAN CLEMENTE,SIN INFORMACION,NO,SI,SIAF,FACTURA,209,0.02,GOBIERNO LOCAL,ICA,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA,300998,MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA,POR LA EJECUCION DE LA OBRA CREACION DE LOSA DEPORTIVA CON GRASS SINTETICO EN EL CENTRO POBLADO CANAAN DEL DISTRITO DE INDEPENDENCIA - PROVINCIA DE PISCO - DEPARTAMENTO DE ICA CUI2536817 
20606865091,GRUPO BARBA INGENIERIA CONSTRUCCION & SERVICIOS E.I.R.L.,PIURA,SULLANA,SULLANA,SIN INFORMACION,NO,SI,SIAF,FACTURA,120,0.02,GOBIERNO LOCAL,PIURA,MUNICIPALIDAD PROVINCIAL DE SULLANA,301573,MUNICIPALIDAD PROVINCIAL DE SULLANA,MANTRUTINARIO CAMINO VECINAL TRAMO: EMPPI-588 (DIV EL MILAGRO) - LA MATANZA  CONTRATACION DEL SERVICIO PARA LA EJECUCION DEL MANTENIMIENTO VIAL RUTINARIO: TRAMO: EMPPI-588 (DV EL MILAGRO) - LA MATANZA LANCONES SULLANA - PIURA
10176121802,SERQUEN MACO GUSTAVO ADOLFO,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,SIN INFORMACION,NO,SI,SIAF,RECIBO POR HONORARIOS PROFESIONALES,RG.N.087-2023-GAF,0.03,GOBIERNO LOCAL,LAMBAYEQUE,MUNICIPALIDAD PROVINCIAL DE CHICLAYO,301212,MUNICIPALIDAD PROVINCIAL DE CHICLAYO,OBLIGACION POR CAUSAL DE INDEMNIZACION POR ENRIQUECIMIENTO SIN CAUSA A FAVOR DE LOS PROVEEDORES QUE SE DETALLAN EN EL LISTADO ADJUNTO
10407770817,CANO PEREZ JOSE KROOL,ANCASH,SANTA,NUEVO CHIMBOTE,SIN INFORMACION,NO,SI,SIAF,RECIBO POR HONORARIOS PROFESIONALES,69,0.03,GOBIERNO LOCAL,AMAZONAS,MUNICIPALIDAD PROVINCIAL DE LUYA - LAMUD,300043,MUNICIPALIDAD PROVINCIAL DE LUYA - LAMUD,"PAGO DE VALORIZACIÓN 1 DE OBRA CUI 2528114, CONTRATO 112-2022-MPL-L/GM. PAGO COORESPONDIENTE DEL 26 AL 31 DE ENERO DE 2023."
10409606381,LIMACHE VILLEGAS LUZMILA,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,SIN INFORMACION,NO,SI,SIAF,FACTURA,24,0.03,GOBIERNO LOCAL,MOQUEGUA,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO,301901,MUNICIPALIDAD DISTRITAL DE SAN ANTONIO,servicio de alquiler de retroexcavadora 
10465646964,ESPINOZA BOBADILLA BERLIN HITLER,LIMA,BARRANCA,SUPE PUERTO,SIN INFORMACION,NO,SI,SIAF,FACTURA,21,0.03,GOBIERNO LOCAL,LIMA,MUNICIPALIDAD DISTRITAL DE PATIVILCA,301296,MUNICIPALIDAD DISTRITAL DE PATIVILCA,"OS-00001196: REQUIERO MANO DE OBRA OFICIAL DEL PROYECTO: MEJORAMIENTO DEL SERVICIO DE LIMPIEZA PUBLICA EN LA LOCALIDAD DE PATIVILCA, DEL DISTRITO DE PATIVILCA, DE LA PROVINCIA DE BARRANCA DEL DEPARTAMENTO DE LIMA CON CUI 2602072 CON RA 388-2023-A"
20495865747,SERVICIOS GENERALES JUVASA E.I.R.L.,CAJAMARCA,CAJAMARCA,CAJAMARCA,SIN INFORMACION,NO,SI,SIAF,FACTURA,83,0.03,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD DISTRITAL DE HUALGAYOC,300622,MUNICIPALIDAD DISTRITAL DE HUALGAYOC,COMPROMISO POR LA EJECUCION DE OBRA CUI 2490282 CREACION DEL MINICOMPLEJO DEPORTIVO DEL CASERIO DE LA CUADRATURA  DEL DISTRITO DE HUALGAYOC SEGUN CONTRATO 010-2022-MDH
20563317869,CONSORCIO FRAP SOCIEDAD ANONIMA CERRADA - CONSORCIO FRAP S.A.C,LIMA,LIMA,CHORRILLOS,SIN INFORMACION,NO,SI,SIAF,FACTURA,00017120,0.03,GOBIERNO NACIONAL,PRESIDENCIA CONSEJO MINISTROS,ORGANISMO SUPERVISOR DE LA INVERSION PRIVADA EN TELECOMUNICACIONES,1265,ORGANISMO SUPERVISOR DE LA INVERSION PRIVADA EN TELECOMUNICACIONES,ADQUISICION DE BIDONES DE AGUA DE 20L PARA CONSUMO DEL PERSONAL DEL OSIPTEL SEGUN CONTRATO Nº039.2022/OSIPTEL
20600905601,GRUPO JARKWEY S.A.C.,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,SIN INFORMACION,NO,SI,SIAF,FACTURA,11,0.03,GOBIERNO LOCAL,GOBIERNO LOCAL,INSTITUTO VIAL PROVINCIAL DE SANTA CRUZ,930076,INSTITUTO VIAL PROVINCIAL DE SANTA CRUZ,COMPROMISO DE MANTENIMIENTO VIAL RUTINARIO DEL CAMINO VECINAL DEL SERVICIO DEL TRAMO: EMP.CA(MITOPAMPA)-EMP.CA 879 (DV YANAYACU BAJO); EMP CA 876(LA CONGA)-YANAYACU BAJO-EP 879(CRUCA YANAYACU ALTO) LONG 10.077 KM.
20602985335,CONSTRUCTORA LG CERRO AZUL S.R.L,CAJAMARCA,CAJAMARCA,CAJAMARCA,SIN INFORMACION,NO,SI,SIAF,FACTURA,43,0.03,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD DISTRITAL DE HUALGAYOC,300622,MUNICIPALIDAD DISTRITAL DE HUALGAYOC,COMPROMISO POR LA EJECUCION DE OBRA CUI 2554119 MEJ. TROCHA CARROZABLE DEL TRAMO I: VISTA ALEGRE- NUEVO SAN JUAN BAJO- YERBA SANTA BAJA- CORRALPAMPA; NUEVO SAN JUAN BAJO- NUEVO SAN JUAN ALTO; TRAMO II: CORRALPAMPA- YERBA SANTA ALTA DE 6 LOCALIDADES
20604172731,VICA ORIENTE E.I.R.L.,UCAYALI,CORONEL PORTILLO,YARINACOCHA,SIN INFORMACION,NO,SI,SIAF,FACTURA,119,0.03,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE UCAYALI,1660,GOB. REG. DE UCAYALI - RED DE SALUD N° 01 CORONEL PORTILLO,Contrato-06-2023-DIRESAU/RSCP: SERVICIO DE TRANSPORTE-DISTRIBUCION DE PRODUCTOS FARMACEUTICOS PARA LA OFICINA DEL SIS DE LA RSCP.
20604519251,CONSTRUCTORA THIAFER E.I.R.L.,ANCASH,SIHUAS,SIHUAS,SIN INFORMACION,NO,SI,SIAF,FACTURA,79,0.03,GOBIERNO LOCAL,ANCASH,MUNICIPALIDAD DISTRITAL DE CASHAPAMPA,300236,MUNICIPALIDAD DISTRITAL DE CASHAPAMPA,POR SERVICIO
20604691266,HSEQ ORTIZ S.A.C.,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,SIN INFORMACION,NO,SI,SIAF,FACTURA,1471,0.03,GOBIERNO LOCAL,SAN MARTIN,MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA,301701,MUNICIPALIDAD PROVINCIAL DE MOYOBAMBA,OS-00001290: POR SERVICIOS PRESTADOS A LA OFICINA DE GESTIÓN DE LAS PERSONAS - ESPECIALISTA EN SEGURIDAD Y SALUD EN EL TRABAJO.
20606201096,GRUPO CONSULTOR C & G S.A.C.,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,SIN INFORMACION,NO,SI,SIAF,ORDEN DE SERVICIO,E001-280,0.03,GOBIERNO LOCAL,LAMBAYEQUE,MUNICIPALIDAD DISTRITAL DE MONSEFU,301219,MUNICIPALIDAD DISTRITAL DE MONSEFU,COMPRMISO POR LA CONTRATATCION DE SERVICIO DE 03 CARACTERIZACION DE AGUA MUESTREO DE AGUA PARA LOS SECTORES LARAN CALAZAN Y CUSUPE PARA LA MDM
20609585341,MAFALDA CORPORATION E.I.R.L.,LIMA,LIMA,LOS OLIVOS,SIN INFORMACION,NO,SI,SIAF,FACTURA,35,0.03,GOBIERNO LOCAL,LIMA,MUNICIPALIDAD DISTRITAL DE HUAROCHIRI,301347,MUNICIPALIDAD DISTRITAL DE HUAROCHIRI,"PAGO DE AVANCE DE ACUERDO AL CONTRATO.MANTENIMIENTO MAYOR DE EXCITATRIZ / ROTOR /ESTATOR DC, LIMPIEZA HORNEADO DE BOBINADO,FABRICACION DE BOCINAS METALICAS 4 Y EJES"
20609782359,INDUSTRIAS LA ECOLOGICA CAJAMARCA S.R.L.,CAJAMARCA,CAJAMARCA,CAJAMARCA,SIN INFORMACION,NO,SI,SIAF,RECIBO POR HONORARIOS PROFESIONALES,125,0.03,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE CAJAMARCA,999,REGION CAJAMARCA-HOSPITAL CAJAMARCA,OC-00001438: Adquisici?n de Pan Integral y Pan Integral para la Atenci?n con Raciones Alimenticias a los Pac
10081474881,ALVARADO SALAZAR LUIS ENRIQUE,LIMA,LIMA,LA MOLINA,SIN INFORMACION,NO,SI,SIAF,ORDEN DE SERVICIO,428,0.04,GOBIERNO NACIONAL,AMBIENTAL,SERV.NAC.AREAS NATURALES PROTEGIDAS POR EL ESTADO - SERNANP,1309,SERV.NAC.AREAS NATURALES PROTEGIDAS POR EL ESTADO - SERNANP,SUPERVISION DE OBRA
10429383221,CONDEZO CABRERA JUAN CARLOS,HUANUCO,HUANUCO,HUANUCO,SIN INFORMACION,NO,SI,SIAF,FACTURA,59,0.04,GOBIERNO LOCAL,HUANUCO,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CHAULAN,300892,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CHAULAN,POR LOS SERVICIOS DE INSTALACION DEL TABLERO ELECTRICO Y CABLES ALIMENTADORES
15364146008,MAMANI MAMANI DIOMIDES,PUNO,SAN ROMAN,JULIACA,SIN INFORMACION,NO,SI,SIAF,RECIBO POR HONORARIOS PROFESIONALES,139,0.04,GOBIERNO LOCAL,PUNO,MUNICIPALIDAD DISTRITAL DE AMANTANI,301595,MUNICIPALIDAD DISTRITAL DE AMANTANI,por el compromiso anual de pago de servicos de la valorizacion nro 03 del mes de enero 2023
20380810809,DISTRIBUIDORA DE ARTICULOS DE LIMPIEZA Y SEGURIDAD S.A.C.,CALLAO,CALLAO,CALLAO,SIN INFORMACION,NO,SI,SIAF,FACTURA,2166,0.04,GOBIERNO NACIONAL,PRESIDENCIA CONSEJO MINISTROS,ORGANISMO SUPERVISOR DE LA INVERSION PRIVADA EN TELECOMUNICACIONES,1265,ORGANISMO SUPERVISOR DE LA INVERSION PRIVADA EN TELECOMUNICACIONES,ADQUISICION PAPEL TOALLA 60 CAJAS X 06 UNIDADES
20486970465,SOLIS HNOS. CONTRATISTAS S.A.C.,LIMA,LIMA,SAN MARTIN DE PORRES,SIN INFORMACION,NO,SI,SIAF,FACTURA,12,0.04,GOBIERNO LOCAL,AREQUIPA,MUNICIPALIDAD DISTRITAL DE VIRACO,300394,MUNICIPALIDAD DISTRITAL DE VIRACO,"POR EL SERVICIO DE EJECUCION DE LA OBRA- REHABILITACION DEL SISTEMA DE SANEAMIENTO BASICO DE LA LOCALIDAD DE ARECCOCHA DEL DISTRITO DE VIRACO, CASTILLA, AREQUIPA - CUI 2473510 SEGUN CONTRATO 04-2023-MDV"
20529133228,EMPRESA CONSULTORA Y CONSTRUCTORA HERMAT SAC,HUANUCO,HUANUCO,AMARILIS,SIN INFORMACION,NO,SI,SIAF,FACTURA,237,0.04,GOBIERNO LOCAL,HUANUCO,MUNICIPALIDAD DISTRITAL DE CHUQUIS,300904,MUNICIPALIDAD DISTRITAL DE CHUQUIS,EJECUCION DE OBRA
20545804795,GOLDEN MEDICAL TECH S.A.C,CALLAO,CALLAO,CALLAO,SIN INFORMACION,NO,SI,SIAF,CONTRATO SUSCRITO (VARIOS),131-2022,0.04,GOBIERNO NACIONAL,SALUD,M. DE SALUD,1734,PROGRAMA DE CREACIÓN DE REDES INTEGRADAS EN SALUD,"CONTRATO N° 131-2022-PCRIS/BID, LOTE N° 04: DESFIBRILADOR CON MONITOR Y PALETAS EXTERNAS"
20555241811,INET PERU S.A.C.,LIMA,LIMA,SAN ISIDRO,SIN INFORMACION,NO,SI,SIAF,FACTURA,2292,0.04,GOBIERNO NACIONAL,EDUCACION,M. DE EDUCACION,1728,PROYECTO ESPECIAL DE INVERSION PUBLICA ESCUELAS BICENTENARIO,Contrato-008-2022:
20568946325,EMPIRE CONSTRUCCTIONS  ENGINEERS S.A.C.,HUANCAVELICA,HUANCAVELICA,ASCENSION,SIN INFORMACION,NO,SI,SIAF,FACTURA,5,0.04,GOBIERNO LOCAL,HUANCAVELICA,MUNICIPALIDAD DISTRITAL DE POMACOCHA,300815,MUNICIPALIDAD DISTRITAL DE POMACOCHA,COMPROMISO ANUAL POR EL SERVICIO DE ELABORACION DE FICHA TECNICA
20570868072,GRUPO ANUARIO CABRERA RONCAL EIRL,CAJAMARCA,CAJAMARCA,LLACANORA,SIN INFORMACION,NO,SI,SIAF,FACTURA,41,0.04,GOBIERNO LOCAL,CAJAMARCA,MUNICIPALIDAD DISTRITAL DE EDUARDO VILLANUEVA,300644,MUNICIPALIDAD DISTRITAL DE EDUARDO VILLANUEVA,"POR EL COMPROMISO ANUAL PARA PAGO DE ALQUILER DE MAQUINARIA TRACTOR SOBRE ORUGAS  PARA REALIZAR TRABAJOS DE DESCOMATACION DE QUEBRADAS QUEBRADA LA YUNGUILLA Y CEDROCUCHO DISTRITO EDUARDO VILLANUEVA, SAN MARCOS, CAJAMARCA"
20600138856,CONSULTORA Y CONSTRUCTORA PERCO S.A.C.,LA LIBERTAD,TRUJILLO,TRUJILLO,SIN INFORMACION,NO,SI,SIAF,FACTURA,124,0.04,GOBIERNO LOCAL,LA LIBERTAD,MUNICIPALIDAD DISTRITAL DE ONGON,301182,MUNICIPALIDAD DISTRITAL DE ONGON,"POR LA EJECUCION DEL  PROYECTO CONSTRUCCION DE AULA, AMBIENTE ADMINISTRATIVO Y SERVICIOS HIGIENICOS Y/O VESTIDORES; EN EL(LA) SECTOR CABALLITO DEL ANEXO LA PIÑA DISTRITO DE ONGON, PROVINCIA PATAZ, DEPARTAMENTO LA LIBERTAD"
20601490651,INNOVACIONES Y SERVICIOS GENERALES ATIY SOCIEDAD ANONIMA CERRADA-INNOVACIONES Y SERVICIOS GENERALES,LIMA,LIMA,LA VICTORIA,SIN INFORMACION,NO,SI,SIAF,FACTURA,495,0.04,GOBIERNO NACIONAL,DEFENSA,M. DE DEFENSA,469,COMANDO CONJUNTO DE LAS FUERZAS ARMADAS,SERVICIO DE RACIONAMIENTO PARA EL PERSONAL DEL COMANDO CONJUNTO DE LAS FFAA
20603346948,INVERSIONES R. ORTIZ S.A.C.,LORETO,MAYNAS,PUNCHANA,SIN INFORMACION,NO,SI,SIAF,FACTURA,189,0.04,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,REGION UCAYALI-SEDE CENTRAL,942,REGION UCAYALI-SEDE CENTRAL,OC-00000622: ADQUISICION DE COMBUSTIBLE
20604922942,FAEM RH S.R.L.,JUNIN,HUANCAYO,EL TAMBO,SIN INFORMACION,NO,SI,SIAF,FACTURA,00000086,0.04,GOBIERNO REGIONAL,GOBIERNOS REGIONALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE ICA,1196,REGION ICA-HOSPITAL DE APOYO SANTA MARIA DEL SOCORRO,RECONOCIMIENTO DE PAGO DE DEUDA PENDIENTE A FAVOR DEL CONSORCIO SANTA MARIA POR EL SERVICIO DE REPARACION DEL HOSPITAL ALTAMENTE ESPECIALIZADO EN EL (LA) EE SS SANTA MARIA DEL SOCORRO ICA
20606015292,GRUPO TELEMINCOP SOCIEDAD ANONIMA CERRADA - GRUPO TELEMINCOP S.A.C.,JUNIN,HUANCAYO,EL TAMBO,SIN INFORMACION,NO,SI,SIAF,FACTURA,213,0.04,GOBIERNO LOCAL,JUNIN,MUNICIPALIDAD DISTRITAL DE TRES DE DICIEMBRE,301125,MUNICIPALIDAD DISTRITAL DE TRES DE DICIEMBRE,CONTRATACION DE SERVICIO DE CONCRETO PREMEZCLADO
20534382881,RUBYGERALDO SOCIEDAD ANONIMA CERRADA,ICA,NAZCA,VISTA ALEGRE,SIN INFORMACION,NO,SI,SIAF,FACTURA,32,0.05,GOBIERNO LOCAL,ICA,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,300989,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,"POR EL COMPROMISO POR LA ADQUISICION DE BIENES PARA EL PYTO "" CONSTRUCCION DE AMBIENTE DE USOS MULTIPLES EN EL AA.HH EL MIRADOR CON CUI 2566114"
20563317869,CONSORCIO FRAP SOCIEDAD ANONIMA CERRADA - CONSORCIO FRAP S.A.C,LIMA,LIMA,CHORRILLOS,SIN INFORMACION,NO,SI,SIAF,FACTURA,00018657,0.05,GOBIERNO NACIONAL,PRESIDENCIA CONSEJO MINISTROS,ORGANISMO SUPERVISOR DE LA INVERSION PRIVADA EN TELECOMUNICACIONES,1265,ORGANISMO SUPERVISOR DE LA INVERSION PRIVADA EN TELECOMUNICACIONES,ADQUISICION DE BIDONES DE AGUA DE 20L PARA CONSUMO DEL PERSONAL DEL OSIPTEL SEGUN CONTRATO Nº039.2022/OSIPTEL
20600870255,MULTISERVICIOS Y CONSTRUCCIONES JAVI E.I.R.L.,ICA,NAZCA,NAZCA,SIN INFORMACION,NO,SI,SIAF,FACTURA,214,0.05,GOBIERNO LOCAL,ICA,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,300989,MUNICIPALIDAD DISTRITAL DE VISTA ALEGRE,"ORDEN QUE SE GENERA PARA LA ADQUISICION DE MATERIALES PROYECTO""CREACION DEL SERVICIO DE ESPACIOS PUBLICOS URBANOS(PARQUE) EN EL AAHH VIRGEN DE CHAPI, VISTA ALEGRE, CUI 2562091"
20600901606,INVERSIONES & MUEBLES PERU S.A.C. - INMUPE S.A.C.,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,SIN INFORMACION,NO,SI,SIAF,FACTURA,177,0.05,GOBIERNO NACIONAL,PRESIDENCIA CONSEJO MINISTROS,ORGANISMO SUPERVISOR DE LA INVERSION PRIVADA EN TELECOMUNICACIONES,1265,ORGANISMO SUPERVISOR DE LA INVERSION PRIVADA EN TELECOMUNICACIONES,"ADQUISICIÓN DE MOBILIARIO, PARA LA SEDE PARQUE NORTE Y SEDE LA PROSA DEL OSIPTEL."
